613	711	2615	C1orf162	1
614	712	2618	RAP1A	1
615	714	2624	DDX20	1
616	715	2627	KCND3-AS1	1
617	717	2632	CTTNBP2NL	1
618	718	2633	WNT2B	1
619	719	2636	CAPZA1	1
620	720	2639	MOV10	1
621	721	2645	FAM19A3	1
622	722	2651	AKR7A2P1	1
623	723	2652	SLC16A1-AS1	1
624	724	2655	LRIG2	1
625	725	2660	MAGI3	1
626	726	2668	AP4B1-AS1	1
627	727	2671	DCLRE1B	1
628	728	2673	HIPK1	1
629	729	2674	OLFML3	1
630	730	2694	SYCP1	1
631	731	2695	TSHB	1
632	733	2707	VANGL1	1
633	735	2713	SLC22A15	1
634	736	2715	MAB21L3	1
635	737	2718	ATP1A1	1
636	738	2730	MIR320B1	1
637	739	2731	C1orf137	1
638	740	2734	CD2	1
639	741	2738	PTGFRN	1
640	742	2740	CD101	1
641	743	2742	TTF2	1
642	744	2743	MIR942	1
643	745	2748	LINC01525	1
644	746	2750	MAN1A2	1
645	748	2760	WDR3	1
646	749	2769	WARS2-IT1	1
647	752	2777	HAO2	1
648	753	2778	HAO2-IT1	1
649	754	2779	HSD3B2	1
650	755	2785	HSD3B1	1
651	756	2789	HSD3BP4	1
652	757	2794	PHGDH	1
653	758	2920	NBPF8	1
654	760	2817	NBPF26	1
655	764	2822	RNVU1-20	1
656	765	2827	FCGR1B	1
657	766	2835	SRGAP2C	1
658	767	2844	EMBP1	1
659	770	2881	SRGAP2D	1
660	771	2891	RNVU1-15	1
661	772	2889	PPIAL4E	1
662	773	2901	PPIAL4F	1
663	774	2915	PPIAL4D	1
664	775	2837	SRGAP2-AS1	1
666	777	2887	DRD5P2	1
667	780	2909	FAM72D	1
668	781	2880	FAM72C	1
669	783	2917	RNVU1-14	1
670	784	2927	GPR89A	1
671	785	2929	CD160	1
672	786	2931	POLR3C	1
673	787	2932	NUDT17	1
674	788	2939	GNRHR2	1
675	790	2946	POLR3GL	1
676	792	2956	NUDT4P2	1
677	794	2965	HYDIN2	1
678	795	2968	NBPF12	1
679	796	2983	CHD1L	1
680	797	2980	PDIA3P1	1
681	798	2990	BCL9	1
682	799	2998	GJA8	1
683	800	2999	GPR89B	1
684	803	3029	MIR6077	1
685	805	3031	RNVU1-3	1
686	806	3042	PDE4DIP	1
687	811	3057	NBPF19	1
688	812	2958	PPIAL4C	1
690	813	3059	LINC00869	1
691	814	3067	FCGR1A	1
692	815	3071	HIST2H4A	1
693	816	3083	HIST2H4B	1
694	818	3073	HIST2H2AA4	1
696	819	3072	HIST2H3C	1
697	820	3082	HIST2H3A	1
698	821	3085	HIST2H2AC	1
699	822	3088	BOLA1	1
700	823	3094	VPS45	1
701	824	3095	PLEKHO1	1
702	826	3100	CA14	1
703	828	3102	C1orf54	1
704	829	3103	CIART	1
705	830	3104	MRPS21	1
706	831	3106	PRPF3	1
707	832	3107	RPRD2	1
708	833	3108	TARS2	1
709	835	3109	ECM1	1
710	836	3110	FALEC	1
711	837	3112	ADAMTSL4	1
712	838	3113	MIR4257	1
713	840	3132	SETDB1	1
714	841	3136	ANXA9	1
715	843	3140	BNIPL	1
716	844	3141	C1orf56	1
717	845	3143	MLLT11	1
718	846	3144	GABPB2	1
719	848	3148	TNFAIP8L2	1
720	849	3149	SCNM1	1
721	850	3153	PIP5K1A	1
722	851	3154	PSMD4	1
723	852	3156	ZNF687	1
724	854	3164	PSMB4	1
725	855	3167	CGN	1
726	856	3169	TUFT1	1
727	857	3171	MIR554	1
728	858	3174	SNX27	1
729	859	3178	RIIAD1	1
730	860	3183	OAZ3	1
731	864	3208	FLG-AS1	1
732	865	3215	LCE5A	1
733	866	3218	CRCT1	1
734	867	3216	LCE3C	1
735	868	3221	LCE3B	1
736	869	3224	LINC00302	1
737	870	3225	LCE2D	1
738	871	3226	LCE2C	1
739	872	3227	LCE2B	1
740	873	3228	LCE2A	1
741	874	3229	LCE4A	1
742	875	3230	C1orf68	1
743	876	3234	KPRP	1
744	877	3235	LCE1F	1
745	878	3236	LCE1E	1
746	879	3237	LCE1D	1
747	880	3231	LCE1B	1
748	881	3239	LCE1A	1
749	882	3240	LCE6A	1
750	883	3241	SMCP	1
751	884	3242	IVL	1
752	885	3244	SPRR4	1
753	886	3245	SPRR1A	1
754	887	3246	SPRR3	1
755	888	3249	SPRR1B	1
756	890	3258	LELP1	1
757	891	3259	PRR9	1
758	892	3261	LOR	1
759	893	3265	S100A9	1
760	894	3270	S100A7A	1
761	896	3285	S100A1	1
762	897	3287	CHTOP	1
763	898	3288	SNAPIN	1
764	899	3290	NPR1	1
765	900	3295	INTS3	1
766	901	3299	SLC27A3	1
767	903	3310	CREB3L4	1
768	904	3314	RPS27	1
769	905	3325	UBAP2L	1
770	907	3328	HAX1	1
771	908	3333	AQP10	1
772	909	3334	ATP8B2	1
773	910	3338	IL6R	1
774	911	3342	TDRD10	1
775	912	3344	UBE2Q1-AS1	1
776	913	3345	CHRNB2	1
777	915	3357	CKS1B	1
778	916	3358	MIR4258	1
779	917	3359	FLAD1	1
780	918	3360	LENEP	1
781	919	3361	ZBTB7B	1
782	920	3363	DCST1	1
783	921	3365	ADAM15	1
784	922	3366	EFNA4	1
785	923	3368	EFNA3	1
786	924	3370	EFNA1	1
787	925	3371	SLC50A1	1
788	926	3376	TRIM46	1
789	927	3380	MIR92B	1
790	928	3383	MTX1	1
791	929	3392	HCN3	1
792	930	3394	FDPS	1
793	931	3396	RUSC1	1
794	932	3402	POU5F1P4	1
795	933	3403	ASH1L-AS1	1
796	934	3408	MSTO1	1
797	935	3413	MSTO2P	1
798	936	3411	DAP3	1
799	937	3416	SYT11	1
800	938	3422	RXFP4	1
801	939	3429	LAMTOR2	1
802	940	3430	RAB25	1
803	941	3433	LMNA	1
804	942	3434	SEMA4A	1
805	943	3436	SLC25A44	1
806	944	3438	PMF1	1
807	945	3437	PMF1-BGLAP	1
808	946	3439	BGLAP	1
809	947	3442	TMEM79	1
810	948	3446	TSACC	1
811	949	3447	RHBG	1
812	950	3456	TTC24	1
813	952	3462	HAPLN2	1
814	953	3464	BCAN	1
815	954	3472	RRNAD1	1
816	955	3475	PRCC	1
817	956	3477	NTRK1	1
818	957	3479	PEAR1	1
819	958	3480	LRRC71	1
820	959	3488	CYCSP52	1
821	963	3510	CD1D	1
822	964	3513	CD1A	1
823	965	3515	CD1C	1
824	966	3517	CD1E	1
825	967	3522	OR10K1	1
826	968	3524	OR10R2	1
827	969	3532	OR10Z1	1
828	970	3539	OR6K6	1
829	971	3544	MNDA	1
830	972	3546	PYHIN1	1
831	973	3547	IFI16	1
832	974	3551	CADM3	1
833	975	3554	ACKR1	1
834	976	3557	FCER1A	1
835	977	3564	OR10J1	1
836	978	3563	OR10J4	1
837	979	3569	APCS	1
838	980	3575	DUSP23	1
839	981	3576	FCRL6	1
840	982	3577	SLAMF8	1
841	983	3589	LINC01133	1
842	984	3596	KCNJ9	1
843	985	3598	ATP1A2	1
844	986	3599	ATP1A4	1
845	987	3600	CASQ1	1
846	988	3602	PEA15	1
847	990	3610	SUMO1P3	1
848	991	3612	NCSTN	1
849	992	3613	NHLH1	1
850	993	3615	VANGL2	1
851	994	3623	SLAMF7	1
852	995	3626	LY9	1
853	997	3644	KLHDC9	1
854	998	3646	NIT1	1
855	1000	3649	UFC1	1
856	1001	3651	USP21	1
857	1002	3652	PPOX	1
